Id,Weekly_Sales
1_54_2012-11-30,54.9982
1_54_2012-12-07,62.9332
1_54_2012-12-14,46.7869
1_54_2012-12-21,143.6787
1_54_2012-12-28,104.8297
1_54_2013-01-04,43.3126
1_54_2013-01-18,42.3636
1_54_2013-01-25,34.8801
1_54_2013-02-01,36.8735
1_54_2013-02-15,43.3696
1_54_2013-02-22,46.8639
1_54_2013-03-01,23.6768
1_54_2013-03-15,53.0915
1_54_2013-03-22,60.8754
1_54_2013-04-26,38.8355
1_54_2013-05-10,38.8893
1_54_2013-05-17,37.3358
1_54_2013-05-24,43.0563
1_54_2013-05-31,32.4394
1_54_2013-06-07,39.9921
1_54_2013-07-05,50.5368
1_54_2013-07-12,41.8624
1_55_2012-11-02,12223.99125
1_55_2012-11-09,18606.9571
1_55_2012-11-16,15029.6413
1_55_2012-11-23,29739.91275
1_55_2012-11-30,16491.1618
1_55_2012-12-07,15341.7821
1_55_2012-12-14,20616.76615
1_55_2012-12-21,35424.497
1_55_2012-12-28,26685.43115
1_55_2013-01-04,17069.7451
1_55_2013-01-11,12122.8715
1_55_2013-01-18,13311.45525
1_55_2013-01-25,10621.9762
1_55_2013-02-01,13569.56095
1_55_2013-02-08,14657.83455
1_55_2013-02-15,16269.72435
1_55_2013-02-22,13360.7509
1_55_2013-03-01,13412.0154
1_55_2013-03-08,12861.42985
1_55_2013-03-15,11527.34135
1_55_2013-03-22,12494.00675
1_55_2013-03-29,13953.11725
1_55_2013-04-05,14227.95785
1_55_2013-04-12,10911.43685
1_55_2013-04-19,11272.8317
1_55_2013-04-26,11514.7994
1_55_2013-05-03,11326.88355
1_55_2013-05-10,11659.45405
1_55_2013-05-17,10873.14705
1_55_2013-05-24,9693.44305
1_55_2013-05-31,10171.4956
1_55_2013-06-07,9841.62425
1_55_2013-06-14,9853.9201
1_55_2013-06-21,9202.54115
1_55_2013-06-28,8562.8798
1_55_2013-07-05,9899.6826
1_55_2013-07-12,9852.34635
1_55_2013-07-19,9526.02685
1_55_2013-07-26,9495.8191
1_56_2012-11-02,2600.0093
1_56_2012-11-09,1826.2411
1_56_2012-11-16,1859.6279
1_56_2012-11-23,1779.8472
1_56_2012-11-30,1709.0148
1_56_2012-12-07,2269.33375
1_56_2012-12-14,1526.1312
1_56_2012-12-21,1018.7453
1_56_2012-12-28,702.97615
1_56_2013-01-04,820.6562
1_56_2013-01-11,920.7309
1_56_2013-01-18,1790.17265
1_56_2013-01-25,1544.6491
1_56_2013-02-01,2281.6271
1_56_2013-02-08,3476.0361
1_56_2013-02-15,3481.48075
1_56_2013-02-22,4449.4679
1_56_2013-03-01,7160.80865
1_56_2013-03-08,5833.9894
1_56_2013-03-15,4453.37955
1_56_2013-03-22,5338.02695
1_56_2013-03-29,4808.1695
1_56_2013-04-05,5124.14425
1_56_2013-04-12,3730.20585
1_56_2013-04-19,3214.6739
1_56_2013-04-26,2575.8749
1_56_2013-05-03,2630.21535
1_56_2013-05-10,3458.5695
1_56_2013-05-17,3577.4663
1_56_2013-05-24,3756.4926
1_56_2013-05-31,3054.79275
1_56_2013-06-07,2980.50695
1_56_2013-06-14,2861.3459
1_56_2013-06-21,2504.36335
1_56_2013-06-28,2121.0325
1_56_2013-07-05,3691.23035
1_56_2013-07-12,2898.56695
1_56_2013-07-19,3568.3999
1_56_2013-07-26,2913.13685
1_58_2012-11-02,3036.17
1_58_2012-11-09,4396.52985
1_58_2012-11-16,3222.4935
1_58_2012-11-23,2006.675
1_58_2012-11-30,3377.11485
1_58_2012-12-07,4903.79985
1_58_2012-12-14,3403.23
1_58_2012-12-21,6157.45
1_58_2012-12-28,3548.02
1_58_2013-01-04,3486.76
1_58_2013-01-11,2456.95985
1_58_2013-01-18,3352.02
1_58_2013-01-25,2759.025
1_58_2013-02-01,2839.4947
1_58_2013-02-08,2665.0
1_58_2013-02-15,3073.22
1_58_2013-02-22,3533.26
1_58_2013-03-01,3866.215
1_58_2013-03-08,3048.685
1_58_2013-03-15,3623.905
1_58_2013-03-22,3146.01
1_58_2013-03-29,3079.285
1_58_2013-04-05,3451.46
1_58_2013-04-12,3615.16
1_58_2013-04-19,3759.055
1_58_2013-04-26,3535.24
1_58_2013-05-03,3925.6
1_58_2013-05-10,3636.55335
1_58_2013-05-17,3621.26865
1_58_2013-05-24,2691.6691
1_58_2013-05-31,3342.84485
1_58_2013-06-07,3101.22925
1_58_2013-06-14,2892.08455
1_58_2013-06-21,2871.2897
1_58_2013-06-28,2841.9244
1_58_2013-07-05,2875.1597
1_58_2013-07-12,3154.8247
1_58_2013-07-19,2884.3797
1_58_2013-07-26,4062.92
1_59_2012-11-02,273.74105
1_59_2012-11-09,548.17565
1_59_2012-11-16,619.03925
1_59_2012-11-23,1063.76755
1_59_2012-11-30,1066.22015
1_59_2012-12-07,1132.36475
1_59_2012-12-14,3384.2454
1_59_2012-12-21,4982.8352
1_59_2012-12-28,3114.24775
1_59_2013-01-04,1441.403
1_59_2013-01-11,404.16055
1_59_2013-01-18,872.16265
1_59_2013-01-25,443.12805
1_59_2013-02-01,418.73225
1_59_2013-02-08,290.6336
1_59_2013-02-15,266.71315
1_59_2013-02-22,227.37995
1_59_2013-03-01,315.6885
1_59_2013-03-08,356.8082
1_59_2013-03-15,247.87935
1_59_2013-03-22,274.5806
1_59_2013-03-29,474.5576
1_59_2013-04-05,408.72565
1_59_2013-04-12,216.70795
1_59_2013-04-19,230.0774
1_59_2013-04-26,273.8659
1_59_2013-05-03,258.61375
1_59_2013-05-10,279.6097
1_59_2013-05-17,190.17875
1_59_2013-05-24,191.07155
1_59_2013-05-31,283.09515
1_59_2013-06-07,195.95435
1_59_2013-06-14,168.2127
1_59_2013-06-21,157.8929
1_59_2013-06-28,164.9642
1_59_2013-07-05,203.02445
1_59_2013-07-12,168.0954
1_59_2013-07-19,176.74875
1_59_2013-07-26,184.5936
1_60_2012-11-02,1022.576
1_60_2012-11-09,1044.55
1_60_2012-11-16,894.078
1_60_2012-11-23,995.961
1_60_2012-11-30,1348.789
1_60_2012-12-07,1204.782
1_60_2012-12-14,1336.924
1_60_2012-12-21,1180.628
1_60_2012-12-28,714.741
1_60_2013-01-04,1183.557
1_60_2013-01-11,993.856
1_60_2013-01-18,989.712
1_60_2013-01-25,881.994
1_60_2013-02-01,1010.227
1_60_2013-02-08,1285.99
1_60_2013-02-15,1073.913
1_60_2013-02-22,1015.889
1_60_2013-03-01,1016.476
1_60_2013-03-08,996.255
1_60_2013-03-15,969.031
1_60_2013-03-22,1043.098
1_60_2013-03-29,1094.633
1_60_2013-04-05,1043.504
1_60_2013-04-12,922.921
1_60_2013-04-19,919.172
1_60_2013-04-26,945.03
1_60_2013-05-03,910.163
1_60_2013-05-10,914.351
1_60_2013-05-17,1054.635
1_60_2013-05-24,971.315
1_60_2013-05-31,956.18
1_60_2013-06-07,917.061
1_60_2013-06-14,977.751
1_60_2013-06-21,1013.858
1_60_2013-06-28,887.723
1_60_2013-07-05,922.0
1_60_2013-07-12,919.858
1_60_2013-07-19,923.246
1_60_2013-07-26,899.57
1_67_2012-11-02,6964.69545
1_67_2012-11-09,6945.9125
1_67_2012-11-16,6119.85625
1_67_2012-11-23,6578.53445
1_67_2012-11-30,6123.6653
1_67_2012-12-07,7990.2708
1_67_2012-12-14,10889.68245
1_67_2012-12-21,12103.0916
1_67_2012-12-28,7504.15785
1_67_2013-01-04,5458.61285
1_67_2013-01-11,5503.8066
1_67_2013-01-18,6537.36335
1_67_2013-01-25,5453.4251
1_67_2013-02-01,6472.0621
1_67_2013-02-08,10457.28635
1_67_2013-02-15,16946.02735
1_67_2013-02-22,7471.5511
1_67_2013-03-01,7014.2477
1_67_2013-03-08,6713.98305
1_67_2013-03-15,7061.0683
1_67_2013-03-22,7416.5706
1_67_2013-03-29,7538.06995
1_67_2013-04-05,7257.5533
1_67_2013-04-12,6644.292
1_67_2013-04-19,6774.7518
1_67_2013-04-26,6569.11705
1_67_2013-05-03,6770.0281
1_67_2013-05-10,6927.96945
1_67_2013-05-17,6546.9425
1_67_2013-05-24,7227.6341
1_67_2013-05-31,7342.52435
1_67_2013-06-07,7024.44415
1_67_2013-06-14,6761.61965
1_67_2013-06-21,6564.47405
1_67_2013-06-28,6147.9568
1_67_2013-07-05,7414.5175
1_67_2013-07-12,7549.80865
1_67_2013-07-19,7461.1077
1_67_2013-07-26,6724.4034
1_71_2012-11-02,2742.8294
1_71_2012-11-09,2785.31255
1_71_2012-11-16,2288.1005
1_71_2012-11-23,5550.82365
1_71_2012-11-30,2695.635
1_71_2012-12-07,2761.38755
1_71_2012-12-14,2796.02465
1_71_2012-12-21,4254.1201
1_71_2012-12-28,3953.0684
1_71_2013-01-04,3055.56865
1_71_2013-01-11,2445.1181
1_71_2013-01-18,2648.9003
1_71_2013-01-25,2378.65385
1_71_2013-02-01,3664.78375
1_71_2013-02-08,6078.23055
1_71_2013-02-15,4160.49005
1_71_2013-02-22,4182.1728
1_71_2013-03-01,3313.8665
1_71_2013-03-08,2640.19975
1_71_2013-03-15,2559.8967
1_71_2013-03-22,2985.5445
1_71_2013-03-29,3176.5531
1_71_2013-04-05,3210.18715
1_71_2013-04-12,2163.6894
1_71_2013-04-19,2126.1479
1_71_2013-04-26,2302.7209
1_71_2013-05-03,2065.58265
1_71_2013-05-10,2474.8273
1_71_2013-05-17,2770.7853
1_71_2013-05-24,2664.21445
1_71_2013-05-31,2370.8493
1_71_2013-06-07,2241.89015
1_71_2013-06-14,2862.6434
1_71_2013-06-21,2755.3714
1_71_2013-06-28,2633.6799
1_71_2013-07-05,2970.2457
1_71_2013-07-12,2755.2017
1_71_2013-07-19,2331.47795
1_71_2013-07-26,2267.30265
1_72_2012-11-02,46527.50135
1_72_2012-11-09,43804.12125
1_72_2012-11-16,45607.01205
1_72_2012-11-23,192663.17095
1_72_2012-11-30,52709.90465
1_72_2012-12-07,48857.43825
1_72_2012-12-14,56097.821
1_72_2012-12-21,74918.6663
1_72_2012-12-28,59365.3685
1_72_2013-01-04,49799.15575
1_72_2013-01-11,41184.1925
1_72_2013-01-18,49108.5907
1_72_2013-01-25,45110.5334
1_72_2013-02-01,54858.89685
1_72_2013-02-08,80009.597
1_72_2013-02-15,72184.11475
1_72_2013-02-22,59600.6135
1_72_2013-03-01,55123.6986
1_72_2013-03-08,48396.4639
1_72_2013-03-15,45603.08755
1_72_2013-03-22,47157.879
1_72_2013-03-29,50374.91755
1_72_2013-04-05,45816.92375
1_72_2013-04-12,43367.03085
1_72_2013-04-19,41500.0112
1_72_2013-04-26,42109.1779
1_72_2013-05-03,42786.2115
1_72_2013-05-10,44389.67355
1_72_2013-05-17,43973.5279
1_72_2013-05-24,41033.23955
1_72_2013-05-31,41665.24415
1_72_2013-06-07,40494.2703
1_72_2013-06-14,39874.89165
1_72_2013-06-21,39380.17515
1_72_2013-06-28,39173.67365
1_72_2013-07-05,41915.0259
1_72_2013-07-12,39163.06935
1_72_2013-07-19,39947.8034
1_72_2013-07-26,41097.4598
1_74_2012-11-02,11519.541
1_74_2012-11-09,10895.6529
1_74_2012-11-16,11074.3249
1_74_2012-11-23,19797.6158
1_74_2012-11-30,11135.15505
1_74_2012-12-07,10579.26285
1_74_2012-12-14,10963.52825
1_74_2012-12-21,12399.8806
1_74_2012-12-28,12904.7786
1_74_2013-01-04,12965.8189
1_74_2013-01-11,12447.80755
1_74_2013-01-18,11292.33515
1_74_2013-01-25,9068.94725
1_74_2013-02-01,12083.1924
1_74_2013-02-08,13697.7336
1_74_2013-02-15,12607.32725
1_74_2013-02-22,14492.17575
1_74_2013-03-01,11817.7397
1_74_2013-03-08,11466.4484
1_74_2013-03-15,10949.278
1_74_2013-03-22,11820.04115
1_74_2013-03-29,11893.6141
1_74_2013-04-05,12077.6771
1_74_2013-04-12,10818.9318
1_74_2013-04-19,10689.3627
1_74_2013-04-26,10089.0305
1_74_2013-05-03,10418.54825
1_74_2013-05-10,11774.301
1_74_2013-05-17,12619.0874
1_74_2013-05-24,13127.1641
1_74_2013-05-31,12027.4213
1_74_2013-06-07,11995.73735
1_74_2013-06-14,12898.4846
1_74_2013-06-21,12918.4879
1_74_2013-06-28,12180.2304
1_74_2013-07-05,12357.56835
1_74_2013-07-12,12930.35595
1_74_2013-07-19,11946.52105
1_74_2013-07-26,10572.86385
1_79_2012-11-02,36722.53805
1_79_2012-11-09,36651.40995
1_79_2012-11-16,33287.90375
1_79_2012-11-23,33279.6251
1_79_2012-11-30,34824.0619
1_79_2012-12-07,36869.52455
1_79_2012-12-14,32986.65975
1_79_2012-12-21,34556.73245
1_79_2012-12-28,31181.6415
1_79_2013-01-04,39252.9023
1_79_2013-01-11,32697.79755
1_79_2013-01-18,31584.09495
1_79_2013-01-25,29383.64035
1_79_2013-02-01,42126.6697
1_79_2013-02-08,43602.3931
1_79_2013-02-15,42779.78595
1_79_2013-02-22,41733.0737
1_79_2013-03-01,34598.4588
1_79_2013-03-08,33678.80915
1_79_2013-03-15,34104.68765
1_79_2013-03-22,41169.39955
1_79_2013-03-29,38193.18675
1_79_2013-04-05,37413.38995
1_79_2013-04-12,31627.88935
1_79_2013-04-19,31617.3525
1_79_2013-04-26,31158.29435
1_79_2013-05-03,31001.547
1_79_2013-05-10,33481.2327
1_79_2013-05-17,39915.16375
1_79_2013-05-24,35999.7237
1_79_2013-05-31,32963.69495
1_79_2013-06-07,31545.78205
1_79_2013-06-14,38440.70855
1_79_2013-06-21,38018.03875
1_79_2013-06-28,32752.9933
1_79_2013-07-05,35204.71795
1_79_2013-07-12,34247.69895
1_79_2013-07-19,32289.64455
1_79_2013-07-26,30366.74235
1_80_2012-11-02,18860.6278
1_80_2012-11-09,19492.3417
1_80_2012-11-16,19216.65575
1_80_2012-11-23,17915.18305
1_80_2012-11-30,17570.3252
1_80_2012-12-07,19364.01995
1_80_2012-12-14,20083.00355
1_80_2012-12-21,21573.34595
1_80_2012-12-28,16667.78225
1_80_2013-01-04,18373.22775
1_80_2013-01-11,17938.02385
1_80_2013-01-18,18040.05815
1_80_2013-01-25,16609.2439
1_80_2013-02-01,18015.91355
1_80_2013-02-08,19169.58945
1_80_2013-02-15,19136.2655
1_80_2013-02-22,18930.5526
1_80_2013-03-01,18960.6525
1_80_2013-03-08,18839.5435
1_80_2013-03-15,19040.98785
1_80_2013-03-22,19918.81345
1_80_2013-03-29,19368.93305
1_80_2013-04-05,19377.39255
1_80_2013-04-12,18810.7689
1_80_2013-04-19,18686.75695
1_80_2013-04-26,18317.0361
1_80_2013-05-03,18715.18395
1_80_2013-05-10,19080.8297
1_80_2013-05-17,20074.85175
1_80_2013-05-24,19967.11785
1_80_2013-05-31,19327.1105
1_80_2013-06-07,19149.51
1_80_2013-06-14,19952.37975
1_80_2013-06-21,19815.06535
1_80_2013-06-28,19533.0342
1_80_2013-07-05,19352.65995
1_80_2013-07-12,20048.54435
1_80_2013-07-19,19244.6215
1_80_2013-07-26,18965.42295
1_81_2012-11-02,30990.48255
1_81_2012-11-09,30373.5236
1_81_2012-11-16,30332.79315
1_81_2012-11-23,30771.0399
1_81_2012-11-30,28342.39165
1_81_2012-12-07,30407.2311
1_81_2012-12-14,30307.0675
1_81_2012-12-21,31078.54885
1_81_2012-12-28,25459.0224
1_81_2013-01-04,29027.57585
1_81_2013-01-11,30744.50395
1_81_2013-01-18,30310.1523
1_81_2013-01-25,28488.54595
1_81_2013-02-01,30880.4015
1_81_2013-02-08,31246.7463
1_81_2013-02-15,31249.18415
1_81_2013-02-22,29684.4621
1_81_2013-03-01,31322.3815
1_81_2013-03-08,30821.22695
1_81_2013-03-15,30918.616
1_81_2013-03-22,31592.30695
1_81_2013-03-29,31245.7379
1_81_2013-04-05,31033.92385
1_81_2013-04-12,30748.7302
1_81_2013-04-19,30650.67645
1_81_2013-04-26,30231.57725
1_81_2013-05-03,30373.9346
1_81_2013-05-10,30881.54145
1_81_2013-05-17,31753.4362
1_81_2013-05-24,32035.3869
1_81_2013-05-31,31306.42825
1_81_2013-06-07,30832.7531
1_81_2013-06-14,31960.8715
1_81_2013-06-21,32053.04025
1_81_2013-06-28,31446.966
1_81_2013-07-05,31157.99845
1_81_2013-07-12,32071.51725
1_81_2013-07-19,31186.52565
1_81_2013-07-26,30519.5891
1_82_2012-11-02,19541.82685
1_82_2012-11-09,19700.1359
1_82_2012-11-16,20465.21285
1_82_2012-11-23,23749.41985
1_82_2012-11-30,22275.2122
1_82_2012-12-07,24949.15085
1_82_2012-12-14,31989.14385
1_82_2012-12-21,46783.81645
1_82_2012-12-28,29158.7168
1_82_2013-01-04,24080.40755
1_82_2013-01-11,18697.60265
1_82_2013-01-18,22255.3199
1_82_2013-01-25,18261.11115
1_82_2013-02-01,20166.44815
1_82_2013-02-08,20803.9298
1_82_2013-02-15,21196.93665
1_82_2013-02-22,19506.69045
1_82_2013-03-01,22438.90615
1_82_2013-03-08,20830.01885
1_82_2013-03-15,20453.4079
1_82_2013-03-22,20801.1125
1_82_2013-03-29,21006.33325
1_82_2013-04-05,20287.29905
1_82_2013-04-12,20244.4373
1_82_2013-04-19,21029.09095
1_82_2013-04-26,20032.63525
1_82_2013-05-03,20806.6759
1_82_2013-05-10,20265.2237
1_82_2013-05-17,20192.09525
1_82_2013-05-24,20365.11225
1_82_2013-05-31,21113.2949
1_82_2013-06-07,19683.98485
1_82_2013-06-14,20176.5435
1_82_2013-06-21,20307.8502
1_82_2013-06-28,19286.3465
1_82_2013-07-05,20316.5996
1_82_2013-07-12,20260.26055
1_82_2013-07-19,19805.91035
1_82_2013-07-26,19824.41095
1_83_2012-11-02,6036.0693
1_83_2012-11-09,5806.5476
1_83_2012-11-16,4789.32845
1_83_2012-11-23,4030.73155
1_83_2012-11-30,4795.1028
1_83_2012-12-07,5484.2678
1_83_2012-12-14,5309.1615
1_83_2012-12-21,5751.32825
1_83_2012-12-28,4988.30985
1_83_2013-01-04,5849.61985
1_83_2013-01-11,6431.00535
1_83_2013-01-18,5809.37125
1_83_2013-01-25,5190.1139
1_83_2013-02-01,5492.4064
1_83_2013-02-08,5798.19865
1_83_2013-02-15,6017.31115
1_83_2013-02-22,6923.91365
1_83_2013-03-01,7047.78245
1_83_2013-03-08,6539.95035
1_83_2013-03-15,6550.0465
1_83_2013-03-22,6103.2165
1_83_2013-03-29,6180.35635
1_83_2013-04-05,6292.38645
1_83_2013-04-12,5999.40265
1_83_2013-04-19,5912.00225
1_83_2013-04-26,5700.9515
1_83_2013-05-03,5624.14215
1_83_2013-05-10,5956.42545
1_83_2013-05-17,6513.48165
1_83_2013-05-24,5511.35885
1_83_2013-05-31,5608.11095
1_83_2013-06-07,5791.81705
1_83_2013-06-14,6161.70285
1_83_2013-06-21,6011.3041
1_83_2013-06-28,6412.37385
1_83_2013-07-05,5393.50045
1_83_2013-07-12,6097.865
1_83_2013-07-19,5857.8114
1_83_2013-07-26,5788.0299
1_85_2012-11-02,3142.6472
1_85_2012-11-09,3064.3125
1_85_2012-11-16,3184.6919
1_85_2012-11-23,3496.33845
1_85_2012-11-30,3742.00375
1_85_2012-12-07,5195.59785
1_85_2012-12-14,6109.4111
1_85_2012-12-21,7055.24765
1_85_2012-12-28,3761.64785
1_85_2013-01-04,3769.4717
1_85_2013-01-11,3170.72715
1_85_2013-01-18,3597.9503
1_85_2013-01-25,2675.3395
1_85_2013-02-01,2880.5691
1_85_2013-02-08,3218.9093
1_85_2013-02-15,3172.07345
1_85_2013-02-22,3015.028
1_85_2013-03-01,3124.86725
1_85_2013-03-08,3165.0857
1_85_2013-03-15,3049.97865
1_85_2013-03-22,3232.61955
1_85_2013-03-29,3472.08295
1_85_2013-04-05,3266.16095
1_85_2013-04-12,3167.0016
1_85_2013-04-19,3250.7525
1_85_2013-04-26,3203.4334
1_85_2013-05-03,3428.71045
1_85_2013-05-10,3203.6087
1_85_2013-05-17,3099.2644
1_85_2013-05-24,3474.3023
1_85_2013-05-31,3503.9881
1_85_2013-06-07,3333.5622
1_85_2013-06-14,3218.16325
1_85_2013-06-21,3195.39435
1_85_2013-06-28,3001.0359
1_85_2013-07-05,3620.9236
1_85_2013-07-12,3231.68115
1_85_2013-07-19,3461.05825
1_85_2013-07-26,3069.8628
1_87_2012-11-02,52536.9097
1_87_2012-11-09,49839.1847
1_87_2012-11-16,46173.723
1_87_2012-11-23,48678.0616
1_87_2012-11-30,50267.8404
1_87_2012-12-07,50589.46035
1_87_2012-12-14,47211.2601
1_87_2012-12-21,49221.0398
1_87_2012-12-28,51324.1672
1_87_2013-01-04,52948.26965
1_87_2013-01-11,42432.42065
1_87_2013-01-18,46446.36475
1_87_2013-01-25,45793.3962
1_87_2013-02-01,58766.80755
1_87_2013-02-08,62087.91525
1_87_2013-02-15,59448.29065
1_87_2013-02-22,58895.673
1_87_2013-03-01,52719.2622
1_87_2013-03-08,49286.93915
1_87_2013-03-15,49848.1533
1_87_2013-03-22,56462.8957
1_87_2013-03-29,54418.9302
1_87_2013-04-05,54285.9637
1_87_2013-04-12,48592.07455
1_87_2013-04-19,49698.24495
1_87_2013-04-26,47485.6684
1_87_2013-05-03,49983.61865
1_87_2013-05-10,49525.96245
1_87_2013-05-17,55745.96925
1_87_2013-05-24,53194.5848
1_87_2013-05-31,51689.49045
1_87_2013-06-07,50047.16175
1_87_2013-06-14,55646.6663
1_87_2013-06-21,54793.8731
1_87_2013-06-28,50623.8604
1_87_2013-07-05,53437.9104
1_87_2013-07-12,51803.8528
1_87_2013-07-19,49615.38055
1_87_2013-07-26,49675.25685
1_90_2012-11-02,89309.5562
1_90_2012-11-09,91814.78985
1_90_2012-11-16,93715.26235
1_90_2012-11-23,106737.864
1_90_2012-11-30,86439.01115
1_90_2012-12-07,92792.4156
1_90_2012-12-14,95328.10255
1_90_2012-12-21,109380.01415
1_90_2012-12-28,82745.32505
1_90_2013-01-04,90623.59545
1_90_2013-01-11,91377.76055
1_90_2013-01-18,89818.3502
1_90_2013-01-25,84539.72535
1_90_2013-02-01,89553.17185
1_90_2013-02-08,89472.23975
1_90_2013-02-15,89644.22675
1_90_2013-02-22,86283.36525
1_90_2013-03-01,89813.809
1_90_2013-03-08,89633.86405
1_90_2013-03-15,89049.79305
1_90_2013-03-22,89607.4452
1_90_2013-03-29,89336.5776
1_90_2013-04-05,89303.75015
1_90_2013-04-12,87678.89725
1_90_2013-04-19,87887.65965
1_90_2013-04-26,88700.25575
1_90_2013-05-03,88129.71575
1_90_2013-05-10,88350.9296
1_90_2013-05-17,89394.3894
1_90_2013-05-24,86076.60415
1_90_2013-05-31,88099.52875
1_90_2013-06-07,86838.0036
1_90_2013-06-14,88305.41075
1_90_2013-06-21,88361.8126
1_90_2013-06-28,87347.27005
1_90_2013-07-05,85454.15945
1_90_2013-07-12,88983.29905
1_90_2013-07-19,86493.45185
1_90_2013-07-26,87247.8745
1_91_2012-11-02,69219.52105
1_91_2012-11-09,69069.37695
1_91_2012-11-16,67862.64665
1_91_2012-11-23,60159.7362
1_91_2012-11-30,59091.585
1_91_2012-12-07,68351.3747
1_91_2012-12-14,66847.1865
1_91_2012-12-21,67350.44975
1_91_2012-12-28,53391.46465
1_91_2013-01-04,65902.92245
1_91_2013-01-11,71327.88345
1_91_2013-01-18,66226.4901
1_91_2013-01-25,60093.1551
1_91_2013-02-01,67350.5488
1_91_2013-02-08,71253.14885
1_91_2013-02-15,70765.10815
1_91_2013-02-22,64970.2485
1_91_2013-03-01,68536.50585
1_91_2013-03-08,66639.7069
1_91_2013-03-15,67878.01515
1_91_2013-03-22,68398.4352
1_91_2013-03-29,67760.05165
1_91_2013-04-05,67835.41445
1_91_2013-04-12,64713.55285
1_91_2013-04-19,64106.16385
1_91_2013-04-26,64476.46055
1_91_2013-05-03,62587.94315
1_91_2013-05-10,66379.6115
1_91_2013-05-17,69534.8076
1_91_2013-05-24,65444.07485
1_91_2013-05-31,63380.0291
1_91_2013-06-07,64490.71125
1_91_2013-06-14,69068.228
1_91_2013-06-21,68576.8515
1_91_2013-06-28,67771.45115
1_91_2013-07-05,64041.03405
1_91_2013-07-12,69944.869
1_91_2013-07-19,63919.89585
1_91_2013-07-26,63113.9859
1_92_2012-11-02,148466.48215
1_92_2012-11-09,162223.80345
1_92_2012-11-16,164941.16525
1_92_2012-11-23,184550.7278
1_92_2012-11-30,133921.43215
1_92_2012-12-07,158340.14835
1_92_2012-12-14,166968.09615
1_92_2012-12-21,184688.37305
1_92_2012-12-28,129617.0151
1_92_2013-01-04,150143.2215
1_92_2013-01-11,154433.0272
1_92_2013-01-18,147845.72335
1_92_2013-01-25,134196.9536
1_92_2013-02-01,145927.1329
1_92_2013-02-08,149968.34155
1_92_2013-02-15,152050.9524
1_92_2013-02-22,140329.5169
1_92_2013-03-01,146374.95715
1_92_2013-03-08,147105.3377
1_92_2013-03-15,147036.2146
1_92_2013-03-22,145551.0557
1_92_2013-03-29,147632.73485
1_92_2013-04-05,145849.43825
1_92_2013-04-12,143070.89085
1_92_2013-04-19,139403.6021
1_92_2013-04-26,145532.4315
1_92_2013-05-03,140253.7614
1_92_2013-05-10,144913.82185
1_92_2013-05-17,143607.05815
1_92_2013-05-24,133049.29475
1_92_2013-05-31,137123.0366
1_92_2013-06-07,138312.80255
1_92_2013-06-14,141251.5867
1_92_2013-06-21,142304.8944
1_92_2013-06-28,142252.3003
1_92_2013-07-05,132356.98965
1_92_2013-07-12,141054.7103
1_92_2013-07-19,137789.36155
1_92_2013-07-26,139338.1684
1_93_2012-11-02,78939.5139
1_93_2012-11-09,83613.21315
1_93_2012-11-16,85602.6169
1_93_2012-11-23,87501.10875
1_93_2012-11-30,66305.1706
1_93_2012-12-07,82692.22795
1_93_2012-12-14,82754.3609
1_93_2012-12-21,88709.1431
1_93_2012-12-28,63438.996
1_93_2013-01-04,77568.82195
1_93_2013-01-11,82315.8238
1_93_2013-01-18,77703.93485
1_93_2013-01-25,65897.64295
1_93_2013-02-01,79341.09285
1_93_2013-02-08,77077.0066
1_93_2013-02-15,77786.23295
1_93_2013-02-22,72566.168
1_93_2013-03-01,76338.4006
1_93_2013-03-08,76974.026
1_93_2013-03-15,78300.96535
1_93_2013-03-22,79891.6334
1_93_2013-03-29,79581.5817
1_93_2013-04-05,79939.2441
1_93_2013-04-12,74818.53975
1_93_2013-04-19,73157.161
1_93_2013-04-26,75360.87785
1_93_2013-05-03,73256.94225
1_93_2013-05-10,75793.23035
1_93_2013-05-17,80098.86355
1_93_2013-05-24,75017.74035
1_93_2013-05-31,74976.8562
1_93_2013-06-07,73504.48785
1_93_2013-06-14,80519.4516
1_93_2013-06-21,79273.52065
1_93_2013-06-28,78867.39785
1_93_2013-07-05,72384.87805
1_93_2013-07-12,80282.78245
1_93_2013-07-19,75026.86085
1_93_2013-07-26,73658.7612
1_94_2012-11-02,63326.50655
1_94_2012-11-09,61522.8878
1_94_2012-11-16,60330.85145
1_94_2012-11-23,65640.9603
1_94_2012-11-30,54086.91025
1_94_2012-12-07,57753.51925
1_94_2012-12-14,59595.6298
1_94_2012-12-21,66480.67895
1_94_2012-12-28,52516.98625
1_94_2013-01-04,61544.5434
1_94_2013-01-11,62843.3014
1_94_2013-01-18,62315.94845
1_94_2013-01-25,60021.173
1_94_2013-02-01,62223.31725
1_94_2013-02-08,63612.60415
1_94_2013-02-15,78408.6284
1_94_2013-02-22,62127.2394
1_94_2013-03-01,63447.3036
1_94_2013-03-08,62960.2946
1_94_2013-03-15,63804.07565
1_94_2013-03-22,64530.614
1_94_2013-03-29,64491.30725
1_94_2013-04-05,64168.46675
1_94_2013-04-12,63060.1075
1_94_2013-04-19,62081.67245
1_94_2013-04-26,62529.7818
1_94_2013-05-03,61787.00575
1_94_2013-05-10,61899.0479
1_94_2013-05-17,63290.03305
1_94_2013-05-24,62927.2347
